date,start_time,end_time,time_in_bucket,substrate,direction,trigger,substrate_temp,snake_temp,camera,sp_code,detection
11/11/2021,14:43,15:01,360,sand,forward,",motion,heat,",20.1,23,moultrie_b,PAGUT,1
11/11/2021,14:43,15:01,105,sand,forward,",motion,heat,",20.1,23,moultrie_b,PAGUT,1
11/11/2021,14:43,15:01,220,sand,forward,",motion,heat,",20.1,22.5,moultrie_b,PAGUT,1
11/11/2021,14:43,15:01,180,sand,forward,",motion,heat,",20.1,22.5,moultrie_b,PAGUT,1
11/11/2021,14:43,15:01,130,sand,forward,",motion,heat,",20.1,21.5,moultrie_b,PAGUT,0
11/11/2021,15:02,15:16,225,sand,forward,",motion,heat,",20.9,24.7,moultrie_b,LAGET,1
11/11/2021,15:02,15:16,150,sand,forward,",motion,heat,",20.9,23.8,moultrie_b,LAGET,1
11/11/2021,15:02,15:16,90,sand,forward,",motion,heat,",20.9,22.5,moultrie_b,LAGET,0
11/11/2021,15:02,15:16,100,sand,forward,",motion,heat,",20.9,22.6,moultrie_b,LAGET,0
11/11/2021,15:02,15:16,150,sand,forward,",motion,heat,",20.9,19.4,moultrie_b,LAGET,1
11/12/2021,8:43,8:51,60,sand,forward,",motion,heat,",20.7,22,stealth_b,STOCC,0
11/12/2021,8:43,8:51,60,sand,forward,",motion,heat,",20.7,22.6,stealth_b,STOCC,0
11/12/2021,8:43,8:51,60,sand,forward,",motion,heat,",20.7,21.8,stealth_b,STOCC,0
11/12/2021,8:43,8:51,60,sand,forward,",motion,heat,",20.7,21.5,stealth_b,STOCC,0
11/12/2021,8:43,8:51,60,sand,forward,",motion,heat,",20.7,21.4,stealth_b,STOCC,0
11/12/2021,8:52,9:08,140,sand,forward,",motion,heat,",20.7,21.1,stealth_b,PAGUT,1
11/12/2021,8:52,9:08,240,sand,forward,",motion,heat,",20.7,22.4,stealth_b,PAGUT,0
11/12/2021,8:52,9:08,180,sand,forward,",motion,heat,",20.7,21.5,stealth_b,PAGUT,0
11/12/2021,8:52,9:08,180,sand,forward,",motion,heat,",20.7,21.5,stealth_b,PAGUT,1
11/12/2021,8:52,9:08,120,sand,forward,",motion,heat,",20.7,21.5,stealth_b,PAGUT,0
11/12/2021,9:09,9:12,25,sand,forward,",motion,heat,",21,21.5,stealth_b,DIPUN,0
11/12/2021,9:09,9:12,3,sand,forward,",motion,heat,",21,21.8,stealth_b,DIPUN,0
11/12/2021,9:09,9:12,10,sand,forward,",motion,heat,",21,22.3,stealth_b,DIPUN,0
11/12/2021,9:09,9:12,10,sand,forward,",motion,heat,",21,22.5,stealth_b,DIPUN,0
11/12/2021,9:09,9:12,5,sand,forward,",motion,heat,",21,22.1,stealth_b,DIPUN,0
11/12/2021,9:15,9:28,240,sand,forward,",motion,heat,",20.8,22.3,stealth_b,LAGET,1
11/12/2021,9:15,9:28,60,sand,forward,",motion,heat,",20.8,22.5,stealth_b,LAGET,0
11/12/2021,9:15,9:28,23,sand,forward,",motion,heat,",20.8,22.5,stealth_b,LAGET,0
11/12/2021,9:15,9:28,180,sand,forward,",motion,heat,",20.8,22.5,stealth_b,LAGET,1
11/12/2021,9:15,9:28,206,sand,forward,",motion,heat,",20.8,21.3,stealth_b,LAGET,1
11/12/2021,12:30,12:34,30,sand,forward,",motion,heat,",20.5,22.2,stealth_b,PAALL,1
11/12/2021,12:30,12:34,30,sand,forward,",motion,heat,",20.5,22.4,stealth_b,PAALL,0
11/12/2021,12:30,12:34,25,sand,forward,",motion,heat,",20.5,24.2,stealth_b,PAALL,0
11/12/2021,12:30,12:34,20,sand,forward,",motion,heat,",20.5,23.2,stealth_b,PAALL,0
11/12/2021,12:30,12:34,29,sand,forward,",motion,heat,",20.5,23.5,stealth_b,PAALL,0
11/15/2021,9:13,9:20,70,sand,forward,",motion,heat,",19.8,21.5,moultrie_a,STOCC,0
11/15/2021,9:13,9:20,60,sand,forward,",motion,heat,",19.8,22.2,moultrie_a,STOCC,0
11/15/2021,9:13,9:20,60,sand,forward,",motion,heat,",19.8,20.8,moultrie_a,STOCC,0
11/15/2021,9:13,9:20,60,sand,forward,",motion,heat,",19.8,21.1,moultrie_a,STOCC,0
11/15/2021,9:13,9:20,60,sand,forward,",motion,heat,",19.8,21,moultrie_a,STOCC,0
11/15/2021,9:22,9:25,22,sand,forward,",motion,heat,",20.3,20.8,moultrie_a,PAALL,1
11/15/2021,9:22,9:25,25,sand,forward,",motion,heat,",20.3,20.6,moultrie_a,PAALL,0
11/15/2021,9:22,9:25,20,sand,forward,",motion,heat,",20.3,21,moultrie_a,PAALL,0
11/15/2021,9:22,9:25,15,sand,forward,",motion,heat,",20.3,20.8,moultrie_a,PAALL,0
11/15/2021,9:22,9:25,18,sand,forward,",motion,heat,",20.3,20.6,moultrie_a,PAALL,0
11/15/2021,9:27,9:43,267,sand,forward,",motion,heat,",20,22.3,moultrie_a,LAGET,1
11/15/2021,9:27,9:43,150,sand,forward,",motion,heat,",20,22.1,moultrie_a,LAGET,1
11/15/2021,9:27,9:43,50,sand,forward,",motion,heat,",20,22.3,moultrie_a,LAGET,1
11/15/2021,9:27,9:43,120,sand,forward,",motion,heat,",20,22,moultrie_a,LAGET,1
11/15/2021,9:27,9:43,180,sand,forward,",motion,heat,",20,21.2,moultrie_a,LAGET,0
11/15/2021,9:44,9:58,330,sand,forward,",motion,heat,",20.8,21.8,moultrie_a,PAGUT,1
11/15/2021,9:44,9:58,180,sand,forward,",motion,heat,",20.8,21.6,moultrie_a,PAGUT,0
11/15/2021,9:44,9:58,75,sand,forward,",motion,heat,",20.8,21.5,moultrie_a,PAGUT,0
11/15/2021,9:44,9:58,105,sand,forward,",motion,heat,",20.8,21.8,moultrie_a,PAGUT,0
11/15/2021,9:44,9:58,80,sand,forward,",motion,heat,",20.8,22.2,moultrie_a,PAGUT,0
11/15/2021,10:00,10:03,60,sand,forward,",motion,heat,",20.7,21.2,moultrie_a,DIPUN,1
11/15/2021,10:00,10:03,3,sand,forward,",motion,heat,",20.7,20.8,moultrie_a,DIPUN,0
11/15/2021,10:00,10:03,5,sand,forward,",motion,heat,",20.7,21.1,moultrie_a,DIPUN,0
11/15/2021,10:00,10:03,30,sand,forward,",motion,heat,",20.7,21.5,moultrie_a,DIPUN,0
11/15/2021,10:00,10:03,6,sand,forward,",motion,heat,",20.7,21.6,moultrie_a,DIPUN,0
11/15/2021,12:31,12:42,90,sand,forward,",motion,heat,",20.7,22.5,stealth_a,LAGET,1
11/15/2021,12:31,12:42,80,sand,forward,",motion,heat,",20.7,22.5,stealth_a,LAGET,1
11/15/2021,12:31,12:42,190,sand,forward,",motion,heat,",20.7,22.2,stealth_a,LAGET,1
11/15/2021,12:31,12:42,54,sand,forward,",motion,heat,",20.7,22.4,stealth_a,LAGET,1
11/15/2021,12:31,12:42,90,sand,forward,",motion,heat,",20.7,22.6,stealth_a,LAGET,1
11/15/2021,12:43,12:47,5,sand,forward,",motion,heat,",20.8,21.1,stealth_a,DIPUN,0
11/15/2021,12:43,12:47,60,sand,forward,",motion,heat,",20.8,20.9,stealth_a,DIPUN,0
11/15/2021,12:43,12:47,7,sand,forward,",motion,heat,",20.8,21.1,stealth_a,DIPUN,0
11/15/2021,12:43,12:47,5,sand,forward,",motion,heat,",20.8,21.3,stealth_a,DIPUN,0
11/15/2021,12:43,12:47,9,sand,forward,",motion,heat,",20.8,21,stealth_a,DIPUN,0
11/15/2021,12:48,12:55,60,sand,forward,",motion,heat,",20.3,20.9,stealth_a,STOCC,0
11/15/2021,12:48,12:55,60,sand,forward,",motion,heat,",20.3,21.5,stealth_a,STOCC,0
11/15/2021,12:48,12:55,75,sand,forward,",motion,heat,",20.3,21.5,stealth_a,STOCC,0
11/15/2021,12:48,12:55,60,sand,forward,",motion,heat,",20.3,21.5,stealth_a,STOCC,0
11/15/2021,12:48,12:55,60,sand,forward,",motion,heat,",20.3,21.6,stealth_a,STOCC,0
11/15/2021,12:57,13:09,140,sand,forward,",motion,heat,",20.6,22.5,stealth_a,PAGUT,1
11/15/2021,12:57,13:09,65,sand,forward,",motion,heat,",20.6,22.8,stealth_a,PAGUT,1
11/15/2021,12:57,13:09,80,sand,forward,",motion,heat,",20.6,22.2,stealth_a,PAGUT,1
11/15/2021,12:57,13:09,140,sand,forward,",motion,heat,",20.6,21.3,stealth_a,PAGUT,1
11/15/2021,12:57,13:09,225,sand,forward,",motion,heat,",20.6,22.5,stealth_a,PAGUT,0
11/15/2021,13:13,13:17,43,sand,forward,",motion,heat,",20.6,21.4,stealth_a,PAALL,1
11/15/2021,13:13,13:17,17,sand,forward,",motion,heat,",20.6,21.4,stealth_a,PAALL,0
11/15/2021,13:13,13:17,10,sand,forward,",motion,heat,",20.6,21.9,stealth_a,PAALL,0
11/15/2021,13:13,13:17,20,sand,forward,",motion,heat,",20.6,20.8,stealth_a,PAALL,0
11/15/2021,13:13,13:17,15,sand,forward,",motion,heat,",20.6,22,stealth_a,PAALL,0
11/16/2021,11:30,11:45,150,sand,forward,",motion,heat,",20.4,23,browning_recon,LAGET,1
11/16/2021,11:30,11:45,180,sand,forward,",motion,heat,",20.4,20.3,browning_recon,LAGET,1
11/16/2021,11:30,11:45,130,sand,forward,",motion,heat,",20.4,22.1,browning_recon,LAGET,1
11/16/2021,11:30,11:45,110,sand,forward,",motion,heat,",20.4,21.8,browning_recon,LAGET,1
11/16/2021,11:30,11:45,180,sand,forward,",motion,heat,",20.4,22.2,browning_recon,LAGET,0
11/16/2021,11:47,12:04,180,sand,forward,",motion,heat,",21,22,browning_recon,PAGUT,1
11/16/2021,11:47,12:04,180,sand,forward,",motion,heat,",21,22.4,browning_recon,PAGUT,1
11/16/2021,11:47,12:04,195,sand,forward,",motion,heat,",21,22.4,browning_recon,PAGUT,1
11/16/2021,11:47,12:04,180,sand,forward,",motion,heat,",21,22.5,browning_recon,PAGUT,1
11/16/2021,11:47,12:04,180,sand,forward,",motion,heat,",21,22.4,browning_recon,PAGUT,0
11/16/2021,12:06,12:10,30,sand,forward,",motion,heat,",20.8,21.4,browning_recon,PAALL,0
11/16/2021,12:06,12:10,30,sand,forward,",motion,heat,",20.8,21.4,browning_recon,PAALL,0
11/16/2021,12:06,12:10,25,sand,forward,",motion,heat,",20.8,20.2,browning_recon,PAALL,0
11/16/2021,12:06,12:10,17,sand,forward,",motion,heat,",20.8,21.1,browning_recon,PAALL,0
11/16/2021,12:06,12:10,22,sand,forward,",motion,heat,",20.8,21,browning_recon,PAALL,0
11/16/2021,12:11,12:15,30,sand,forward,",motion,heat,",21.2,20.6,browning_recon,DIPUN,1
11/16/2021,12:11,12:15,3,sand,forward,",motion,heat,",21.2,20.7,browning_recon,DIPUN,0
11/16/2021,12:11,12:15,5,sand,forward,",motion,heat,",21.2,20.8,browning_recon,DIPUN,0
11/16/2021,12:11,12:15,6,sand,forward,",motion,heat,",21.2,21.2,browning_recon,DIPUN,0
11/16/2021,12:11,12:15,16,sand,forward,",motion,heat,",21.2,21.5,browning_recon,DIPUN,0
11/16/2021,12:17,12:23,60,sand,forward,",motion,heat,",20.6,20.8,browning_recon,STOCC,0
11/16/2021,12:17,12:23,60,sand,forward,",motion,heat,",20.6,21.5,browning_recon,STOCC,0
11/16/2021,12:17,12:23,60,sand,forward,",motion,heat,",20.6,21.8,browning_recon,STOCC,0
11/16/2021,12:17,12:23,60,sand,forward,",motion,heat,",20.6,22,browning_recon,STOCC,0
11/16/2021,12:17,12:23,60,sand,forward,",motion,heat,",20.6,22.3,browning_recon,STOCC,0
11/16/2021,12:27,12:34,60,sand,forward,",motion,heat,",20.6,22.3,covert_a,STOCC,0
11/16/2021,12:27,12:34,70,sand,forward,",motion,heat,",20.6,22.3,covert_a,STOCC,0
11/16/2021,12:27,12:34,60,sand,forward,",motion,heat,",20.6,21.6,covert_a,STOCC,0
11/16/2021,12:27,12:34,60,sand,forward,",motion,heat,",20.6,22.9,covert_a,STOCC,0
11/16/2021,12:27,12:34,70,sand,forward,",motion,heat,",20.6,22.6,covert_a,STOCC,0
11/16/2021,12:51,13:05,180,sand,forward,",motion,heat,",20.8,21.6,covert_a,LAGET,1
11/16/2021,12:51,13:05,180,sand,forward,",motion,heat,",20.8,21.6,covert_a,LAGET,1
11/16/2021,12:51,13:05,147,sand,forward,",motion,heat,",20.8,22.8,covert_a,LAGET,1
11/16/2021,12:51,13:05,100,sand,forward,",motion,heat,",20.8,21.5,covert_a,LAGET,1
11/16/2021,12:51,13:05,60,sand,forward,",motion,heat,",20.8,22.7,covert_a,LAGET,1
11/16/2021,13:07,13:10,30,sand,forward,",motion,heat,",21.2,21.8,covert_a,PAALL,1
11/16/2021,13:07,13:10,20,sand,forward,",motion,heat,",21.2,21.6,covert_a,PAALL,1
11/16/2021,13:07,13:10,23,sand,forward,",motion,heat,",21.2,22.2,covert_a,PAALL,1
11/16/2021,13:07,13:10,20,sand,forward,",motion,heat,",21.2,20.4,covert_a,PAALL,1
11/16/2021,13:07,13:10,12,sand,forward,",motion,heat,",21.2,21,covert_a,PAALL,0
11/16/2021,13:12,13:16,20,sand,forward,",motion,heat,",20.8,21.4,covert_a,DIPUN,1
11/16/2021,13:12,13:16,20,sand,forward,",motion,heat,",20.8,21.6,covert_a,DIPUN,1
11/16/2021,13:12,13:16,30,sand,forward,",motion,heat,",20.8,21.8,covert_a,DIPUN,0
11/16/2021,13:12,13:16,30,sand,forward,",motion,heat,",20.8,21.9,covert_a,DIPUN,0
11/16/2021,13:12,13:16,30,sand,forward,",motion,heat,",20.8,21.3,covert_a,DIPUN,0
11/16/2021,13:18,13:34,10,sand,forward,",motion,heat,",21,23.5,covert_a,PAGUT,1
11/16/2021,13:18,13:34,180,sand,forward,",motion,heat,",21,22.3,covert_a,PAGUT,1
11/16/2021,13:18,13:34,180,sand,forward,",motion,heat,",21,22.8,covert_a,PAGUT,1
11/16/2021,13:18,13:34,190,sand,forward,",motion,heat,",21,22.3,covert_a,PAGUT,1
11/16/2021,13:18,13:34,190,sand,forward,",motion,heat,",21,22.5,covert_a,PAGUT,1
11/16/2021,13:39,13:42,10,sand,forward,",motion,heat,",21.3,22.2,reconyx_white,PAALL,1
11/16/2021,13:39,13:42,16,sand,forward,",motion,heat,",21.3,20.5,reconyx_white,PAALL,1
11/16/2021,13:39,13:42,20,sand,forward,",motion,heat,",21.3,20.4,reconyx_white,PAALL,1
11/16/2021,13:39,13:42,16,sand,forward,",motion,heat,",21.3,21.5,reconyx_white,PAALL,1
11/16/2021,13:39,13:42,20,sand,forward,",motion,heat,",21.3,21.3,reconyx_white,PAALL,0
11/16/2021,13:44,13:56,175,sand,forward,",motion,heat,",21.3,21.7,reconyx_white,LAGET,1
11/16/2021,13:44,13:56,180,sand,forward,",motion,heat,",21.3,21,reconyx_white,LAGET,1
11/16/2021,13:44,13:56,80,sand,forward,",motion,heat,",21.3,23.2,reconyx_white,LAGET,1
11/16/2021,13:44,13:56,70,sand,forward,",motion,heat,",21.3,23.1,reconyx_white,LAGET,1
11/16/2021,13:44,13:56,90,sand,forward,",motion,heat,",21.3,21.3,reconyx_white,LAGET,1
11/16/2021,16:09,16:27,180,sand,forward,",motion,heat,",20.8,22.6,reconyx_white,PAGUT,1
11/16/2021,16:09,16:27,195,sand,forward,",motion,heat,",20.8,22.8,reconyx_white,PAGUT,1
11/16/2021,16:09,16:27,180,sand,forward,",motion,heat,",20.8,22.8,reconyx_white,PAGUT,1
11/16/2021,16:09,16:27,180,sand,forward,",motion,heat,",20.8,22.3,reconyx_white,PAGUT,1
11/16/2021,16:09,16:27,180,sand,forward,",motion,heat,",20.8,22.6,reconyx_white,PAGUT,1
11/16/2021,16:28,16:34,45,sand,forward,",motion,heat,",21.2,20.8,reconyx_white,STOCC,0
11/16/2021,16:28,16:34,60,sand,forward,",motion,heat,",21.2,21,reconyx_white,STOCC,0
11/16/2021,16:28,16:34,60,sand,forward,",motion,heat,",21.2,21.1,reconyx_white,STOCC,0
11/16/2021,16:28,16:34,60,sand,forward,",motion,heat,",21.2,21.6,reconyx_white,STOCC,0
11/16/2021,16:28,16:34,60,sand,forward,",motion,heat,",21.2,22.1,reconyx_white,STOCC,0
11/16/2021,16:35,16:40,60,sand,forward,",motion,heat,",21.3,21.7,reconyx_white,DIPUN,0
11/16/2021,16:35,16:40,5,sand,forward,",motion,heat,",21.3,21,reconyx_white,DIPUN,0
11/16/2021,16:35,16:40,23,sand,forward,",motion,heat,",21.3,21.6,reconyx_white,DIPUN,0
11/16/2021,16:35,16:40,60,sand,forward,",motion,heat,",21.3,21.4,reconyx_white,DIPUN,0
11/16/2021,16:35,16:40,5,sand,forward,",motion,heat,",21.3,22,reconyx_white,DIPUN,0
11/17/2021,8:10,8:18,60,sand,forward,",motion,heat,",20.6,21.1,covert_b,STOCC,0
11/17/2021,8:10,8:18,60,sand,forward,",motion,heat,",20.6,21.6,covert_b,STOCC,0
11/17/2021,8:10,8:18,60,sand,forward,",motion,heat,",20.6,20.6,covert_b,STOCC,0
11/17/2021,8:10,8:18,60,sand,forward,",motion,heat,",20.6,21.5,covert_b,STOCC,0
11/17/2021,8:10,8:18,60,sand,forward,",motion,heat,",20.6,21.5,covert_b,STOCC,0
11/17/2021,8:19,8:23,4,sand,forward,",motion,heat,",20.3,21.2,covert_b,DIPUN,0
11/17/2021,8:19,8:23,30,sand,forward,",motion,heat,",20.3,21,covert_b,DIPUN,0
11/17/2021,8:19,8:23,10,sand,forward,",motion,heat,",20.3,20.7,covert_b,DIPUN,0
11/17/2021,8:19,8:23,5,sand,forward,",motion,heat,",20.3,21,covert_b,DIPUN,0
11/17/2021,8:19,8:23,30,sand,forward,",motion,heat,",20.3,20.6,covert_b,DIPUN,0
11/17/2021,9:18,9:40,180,sand,forward,",motion,heat,",20.1,21.8,covert_b,PAGUT,1
11/17/2021,9:18,9:40,180,sand,forward,",motion,heat,",20.1,21.5,covert_b,PAGUT,1
11/17/2021,9:18,9:40,180,sand,forward,",motion,heat,",20.1,21.8,covert_b,PAGUT,0
11/17/2021,9:18,9:40,180,sand,forward,",motion,heat,",20.1,21.1,covert_b,PAGUT,0
11/17/2021,9:18,9:40,180,sand,forward,",motion,heat,",20.1,20.3,covert_b,PAGUT,0
11/17/2021,9:45,9:50,30,sand,forward,",motion,heat,",20.1,22,covert_b,PAALL,1
11/17/2021,9:45,9:50,30,sand,forward,",motion,heat,",20.1,20.5,covert_b,PAALL,1
11/17/2021,9:45,9:50,30,sand,forward,",motion,heat,",20.1,20.5,covert_b,PAALL,0
11/17/2021,9:45,9:50,30,sand,forward,",motion,heat,",20.1,21.7,covert_b,PAALL,0
11/17/2021,9:45,9:50,30,sand,forward,",motion,heat,",20.1,21.4,covert_b,PAALL,0
11/17/2021,9:51,10:00,180,sand,forward,",motion,heat,",19.9,23.5,covert_b,LAGET,1
11/17/2021,9:51,10:00,90,sand,forward,",motion,heat,",19.9,22.8,covert_b,LAGET,1
11/17/2021,9:51,10:00,90,sand,forward,",motion,heat,",19.9,21.5,covert_b,LAGET,1
11/17/2021,9:51,10:00,70,sand,forward,",motion,heat,",19.9,20.5,covert_b,LAGET,1
11/17/2021,9:51,10:00,70,sand,forward,",motion,heat,",19.9,20.7,covert_b,LAGET,0
11/17/2021,12:26,12:29,30,sand,forward,",motion,heat,",19.7,19.7,browning_dark,PAALL,1
11/17/2021,12:26,12:29,16,sand,forward,",motion,heat,",19.7,20.1,browning_dark,PAALL,1
11/17/2021,12:26,12:29,18,sand,forward,",motion,heat,",19.7,20.2,browning_dark,PAALL,1
11/17/2021,12:26,12:29,15,sand,forward,",motion,heat,",19.7,21.3,browning_dark,PAALL,1
11/17/2021,12:26,12:29,19,sand,forward,",motion,heat,",19.7,20,browning_dark,PAALL,0
11/17/2021,12:31,12:41,180,sand,forward,",motion,heat,",19.8,21.8,browning_dark,LAGET,1
11/17/2021,12:31,12:41,101,sand,forward,",motion,heat,",19.8,20.8,browning_dark,LAGET,1
11/17/2021,12:31,12:41,38,sand,forward,",motion,heat,",19.8,21.5,browning_dark,LAGET,1
11/17/2021,12:31,12:41,164,sand,forward,",motion,heat,",19.8,21.6,browning_dark,LAGET,1
11/17/2021,12:31,12:41,27,sand,forward,",motion,heat,",19.8,21.7,browning_dark,LAGET,0
11/17/2021,12:43,12:50,75,sand,forward,",motion,heat,",19.8,20.1,browning_dark,STOCC,0
11/17/2021,12:43,12:50,60,sand,forward,",motion,heat,",19.8,20,browning_dark,STOCC,0
11/17/2021,12:43,12:50,60,sand,forward,",motion,heat,",19.8,20,browning_dark,STOCC,0
11/17/2021,12:43,12:50,60,sand,forward,",motion,heat,",19.8,20.2,browning_dark,STOCC,0
11/17/2021,12:43,12:50,60,sand,forward,",motion,heat,",19.8,20.6,browning_dark,STOCC,0
11/17/2021,12:51,13:12,240,sand,forward,",motion,heat,",19.9,22.3,browning_dark,PAGUT,1
11/17/2021,12:51,13:12,180,sand,forward,",motion,heat,",19.9,21.3,browning_dark,PAGUT,1
11/17/2021,12:51,13:12,180,sand,forward,",motion,heat,",19.9,21,browning_dark,PAGUT,1
11/17/2021,12:51,13:12,180,sand,forward,",motion,heat,",19.9,20.7,browning_dark,PAGUT,1
11/17/2021,12:51,13:12,180,sand,forward,",motion,heat,",19.9,21.3,browning_dark,PAGUT,1
11/17/2021,13:13,13:16,30,sand,forward,",motion,heat,",20.6,19.9,browning_dark,DIPUN,0
11/17/2021,13:13,13:16,6,sand,forward,",motion,heat,",20.6,20.4,browning_dark,DIPUN,0
11/17/2021,13:13,13:16,5,sand,forward,",motion,heat,",20.6,20.4,browning_dark,DIPUN,0
11/17/2021,13:13,13:16,30,sand,forward,",motion,heat,",20.6,20.2,browning_dark,DIPUN,0
11/17/2021,13:13,13:16,10,sand,forward,",motion,heat,",20.6,20.4,browning_dark,DIPUN,0
11/18/2021,11:58,12:16,180,sand,forward,",motion,heat,",20.9,23.2,reconyx_infrared,PAGUT,1
11/18/2021,11:58,12:16,180,sand,forward,",motion,heat,",20.9,22.9,reconyx_infrared,PAGUT,1
11/18/2021,11:58,12:16,180,sand,forward,",motion,heat,",20.9,22.3,reconyx_infrared,PAGUT,1
11/18/2021,11:58,12:16,190,sand,forward,",motion,heat,",20.9,22.1,reconyx_infrared,PAGUT,1
11/18/2021,11:58,12:16,200,sand,forward,",motion,heat,",20.9,22.6,reconyx_infrared,PAGUT,1
11/18/2021,12:17,12:20,30,sand,forward,",motion,heat,",21.5,21.6,reconyx_infrared,PAALL,1
11/18/2021,12:17,12:20,18,sand,forward,",motion,heat,",21.5,21.2,reconyx_infrared,PAALL,1
11/18/2021,12:17,12:20,20,sand,forward,",motion,heat,",21.5,21.5,reconyx_infrared,PAALL,0
11/18/2021,12:17,12:20,22,sand,forward,",motion,heat,",21.5,21.4,reconyx_infrared,PAALL,0
11/18/2021,12:17,12:20,16,sand,forward,",motion,heat,",21.5,22.1,reconyx_infrared,PAALL,0
11/18/2021,12:22,12:26,2,sand,forward,",motion,heat,",21,21.6,reconyx_infrared,DIPUN,1
11/18/2021,12:22,12:26,30,sand,forward,",motion,heat,",21,21.6,reconyx_infrared,DIPUN,1
11/18/2021,12:22,12:26,7,sand,forward,",motion,heat,",21,21.9,reconyx_infrared,DIPUN,0
11/18/2021,12:22,12:26,30,sand,forward,",motion,heat,",21,22.1,reconyx_infrared,DIPUN,0
11/18/2021,12:22,12:26,30,sand,forward,",motion,heat,",21,21.6,reconyx_infrared,DIPUN,0
11/18/2021,12:28,12:35,60,sand,forward,",motion,heat,",21,20.9,reconyx_infrared,STOCC,0
11/18/2021,12:28,12:35,60,sand,forward,",motion,heat,",21,21.7,reconyx_infrared,STOCC,0
11/18/2021,12:28,12:35,60,sand,forward,",motion,heat,",21,21.4,reconyx_infrared,STOCC,0
11/18/2021,12:28,12:35,60,sand,forward,",motion,heat,",21,22.1,reconyx_infrared,STOCC,0
11/18/2021,12:28,12:35,60,sand,forward,",motion,heat,",21,21,reconyx_infrared,STOCC,0
11/18/2021,12:37,12:54,200,sand,forward,",motion,heat,",21,24.6,reconyx_infrared,LAGET,1
11/18/2021,12:37,12:54,190,sand,forward,",motion,heat,",21,24,reconyx_infrared,LAGET,1
11/18/2021,12:37,12:54,180,sand,forward,",motion,heat,",21,22.6,reconyx_infrared,LAGET,1
11/18/2021,12:37,12:54,107,sand,forward,",motion,heat,",21,23.5,reconyx_infrared,LAGET,1
11/18/2021,12:37,12:54,180,sand,forward,",motion,heat,",21,22.5,reconyx_infrared,LAGET,1
11/18/2021,14:12,14:22,180,lid,forward,",motion,heat,",21.6,22.2,browning_dark,LAGET,1
11/18/2021,14:12,14:22,180,lid,forward,",motion,heat,",21.6,23.1,browning_dark,LAGET,1
11/18/2021,14:12,14:22,80,lid,forward,",motion,heat,",21.6,22.4,browning_dark,LAGET,1
11/18/2021,14:12,14:22,90,lid,forward,",motion,heat,",21.6,22.8,browning_dark,LAGET,1
11/18/2021,14:12,14:22,50,lid,forward,",motion,heat,",21.6,23,browning_dark,LAGET,1
11/18/2021,13:59,14:07,137,lid,forward,",motion,heat,",21.3,22.5,browning_dark,PAGUT,1
11/18/2021,13:59,14:07,60,lid,forward,",motion,heat,",21.3,22.9,browning_dark,PAGUT,1
11/18/2021,13:59,14:07,60,lid,forward,",motion,heat,",21.3,22.8,browning_dark,PAGUT,1
11/18/2021,13:59,14:07,100,lid,forward,",motion,heat,",21.3,22.8,browning_dark,PAGUT,1
11/18/2021,13:59,14:07,50,lid,forward,",motion,heat,",21.3,22.8,browning_dark,PAGUT,1
11/18/2021,14:24,14:26,20,lid,forward,",motion,heat,",22.1,20.7,browning_dark,PAALL,1
11/18/2021,14:24,14:26,10,lid,forward,",motion,heat,",22.1,21,browning_dark,PAALL,1
11/18/2021,14:24,14:26,15,lid,forward,",motion,heat,",22.1,21,browning_dark,PAALL,1
11/18/2021,14:24,14:26,25,lid,forward,",motion,heat,",22.1,21.5,browning_dark,PAALL,1
11/18/2021,14:24,14:26,30,lid,forward,",motion,heat,",22.1,20.3,browning_dark,PAALL,0
11/18/2021,14:29,14:36,65,lid,forward,",motion,heat,",21.5,23.3,browning_dark,DIPUN,1
11/18/2021,14:29,14:36,70,lid,forward,",motion,heat,",21.5,21.8,browning_dark,DIPUN,1
11/18/2021,14:29,14:36,60,lid,forward,",motion,heat,",21.5,22.4,browning_dark,DIPUN,1
11/18/2021,14:29,14:36,70,lid,forward,",motion,heat,",21.5,22.2,browning_dark,DIPUN,1
11/18/2021,14:29,14:36,15,lid,forward,",motion,heat,",21.5,22.5,browning_dark,DIPUN,0
11/18/2021,14:39,14:46,75,lid,forward,",motion,heat,",21.2,22.3,browning_dark,STOCC,0
11/18/2021,14:39,14:46,60,lid,forward,",motion,heat,",21.2,22.3,browning_dark,STOCC,0
11/18/2021,14:39,14:46,60,lid,forward,",motion,heat,",21.2,22.5,browning_dark,STOCC,0
11/18/2021,14:39,14:46,65,lid,forward,",motion,heat,",21.2,22,browning_dark,STOCC,0
11/18/2021,14:39,14:46,60,lid,forward,",motion,heat,",21.2,22.1,browning_dark,STOCC,0
11/18/2021,12:59,13:06,90,sand,backward,",motion,heat,",21.2,21.7,browning_dark,STOCC,0
11/18/2021,12:59,13:06,70,sand,backward,",motion,heat,",21.2,21.7,browning_dark,STOCC,0
11/18/2021,12:59,13:06,70,sand,backward,",motion,heat,",21.2,22.1,browning_dark,STOCC,0
11/18/2021,12:59,13:06,70,sand,backward,",motion,heat,",21.2,21.5,browning_dark,STOCC,0
11/18/2021,12:59,13:06,60,sand,backward,",motion,heat,",21.2,23.1,browning_dark,STOCC,0
11/18/2021,13:08,13:24,105,sand,backward,",motion,heat,",21.1,23.3,browning_dark,LAGET,1
11/18/2021,13:08,13:24,90,sand,backward,",motion,heat,",21.1,23.1,browning_dark,LAGET,1
